Brand,Price,Discount %,Rating,Number of Ratings,Product Link,Discount Amount,Product Name,Product Type
Aroma,299,85,3.6,35455,https://www.flipkart.com/aroma-nb140-evolve-24-hours-playtime-deep-bass-made-india-bluetooth/p/itma5d69fa3c9049?pid=ACCGZDDPRBSY4CHH&lid=LSTACCGZDDPRBSY4CHHIYE8QR&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_1_31&otracker=search&fm=organic&iid=en_7AvLTkZ2kNQnYwbEBu8sndyW2O1ShhBH6t1AhA8Ei-BuiqSQ-o9986x9-BQFFx4hl-G8I2N8SqHSvH0iNG5ucg%3D%3D&ppt=None&ppn=None&ssid=gkdr406hrk0000001745315911749&qH=d3d3b01268520582,1700,Aroma Nb140 Evolve 24 Hours Playtime Deep Bass Made India Bluetooth,Other
Aroma,493,83,3.9,6341,https://www.flipkart.com/aroma-nb138-bound-32db-active-noise-cancellation-60h-fast-charging-earbuds-bluetooth/p/itmec918bc02ff41?pid=ACCH6XPEMVCWZERJ&lid=LSTACCH6XPEMVCWZERJOTVJ7O&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_1_32&otracker=search&fm=organic&iid=en_7AvLTkZ2kNQnYwbEBu8sndyW2O1ShhBH6t1AhA8Ei-A1mwdceKWaB-FZa_3YrOhzxkVU47I8v_jJ1YoTtNGoUA%3D%3D&ppt=None&ppn=None&ssid=gkdr406hrk0000001745315911749&qH=d3d3b01268520582,2406,Aroma Nb138 Bound 32Db Active Noise Cancellation 60H Fast Charging Earbuds Bluetooth,Earbuds
GUGGU,573,50,3.3,85,https://www.flipkart.com/guggu-gw-201-sh12-headset-super-extra-bass-bluetooth-furious-ear/p/itm7fdbaf951d2f6?pid=ACCGZZGFSSPSVGQ3&lid=LSTACCGZZGFSSPSVGQ37JOGNE&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_1_33&otracker=search&fm=organic&iid=c823d091-d5c8-4c05-9637-7f0ec0017785.ACCGZZGFSSPSVGQ3.SEARCH&ppt=None&ppn=None&ssid=gkdr406hrk0000001745315911749&qH=d3d3b01268520582,576,Guggu Gw 201 Sh12 Headset Super Extra Bass Bluetooth Furious Ear,Other
boAt,999,60,4.1,441862,https://www.flipkart.com/boat-rockerz-235-pro-upto-20-hours-playback-asap-charge-bluetooth/p/itm6227968b63650?pid=ACCGBVMG5N6P7TEK&lid=LSTACCGBVMG5N6P7TEKPG4UJP&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_1_34&otracker=search&fm=organic&iid=c823d091-d5c8-4c05-9637-7f0ec0017785.ACCGBVMG5N6P7TEK.SEARCH&ppt=None&ppn=None&ssid=gkdr406hrk0000001745315911749&qH=d3d3b01268520582,1491,Boat Rockerz 235 Pro Upto 20 Hours Playback Asap Charge Bluetooth,Other
Aroma,295,85,3.6,35455,https://www.flipkart.com/aroma-nb140-evolve-24-hours-playtime-deep-bass-made-india-bluetooth/p/itmbb3214be55329?pid=ACCGKZP2Y253E9Y4&lid=LSTACCGKZP2Y253E9Y4XZQO4F&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_1_35&otracker=search&fm=organic&iid=c823d091-d5c8-4c05-9637-7f0ec0017785.ACCGKZP2Y253E9Y4.SEARCH&ppt=None&ppn=None&ssid=gkdr406hrk0000001745315911749&qH=d3d3b01268520582,1704,Aroma Nb140 Evolve 24 Hours Playtime Deep Bass Made India Bluetooth,Other
Aroma,378,85,4.0,298135,https://www.flipkart.com/aroma-nb119-titanium-48-hours-playtime-bluetooth-neckband-gaming/p/itm87f59e3fc076c?pid=ACCG4KZTF6JXYHRW&lid=LSTACCG4KZTF6JXYHRWTG00WW&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_1_36&otracker=search&fm=organic&iid=c823d091-d5c8-4c05-9637-7f0ec0017785.ACCG4KZTF6JXYHRW.SEARCH&ppt=None&ppn=None&ssid=gkdr406hrk0000001745315911749&qH=d3d3b01268520582,2121,Aroma Nb119 Titanium 48 Hours Playtime Bluetooth Neckband Gaming,Neckband
Aroma,299,80,3.8,9478,https://www.flipkart.com/aroma-nb121-almaty-upto-40h-playtime-fast-charging-digital-display-earbuds-bluetooth/p/itmeb3dbcb14776b?pid=ACCH784VABZWTG7Z&lid=LSTACCH784VABZWTG7ZUQVEPD&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_1_37&otracker=search&fm=organic&iid=en_7AvLTkZ2kNQnYwbEBu8sndyW2O1ShhBH6t1AhA8Ei-AFkUG9nuF68xEqsTjyDXGPCQ5MPLmPwCI9HSFyVKBN5g%3D%3D&ppt=None&ppn=None&ssid=gkdr406hrk0000001745315911749&qH=d3d3b01268520582,1200,Aroma Nb121 Almaty Upto 40H Playtime Fast Charging Digital Display Earbuds Bluetooth,Earbuds
boAt,999,67,4.0,1962095,https://www.flipkart.com/boat-airdopes-131-upto-60-hours-asap-charge-bluetooth/p/itm2905dfd0be40c?pid=ACCFSDGXX3S6DVBG&lid=LSTACCFSDGXX3S6DVBGQODVRA&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_1_38&otracker=search&fm=organic&iid=en_7AvLTkZ2kNQnYwbEBu8sndyW2O1ShhBH6t1AhA8Ei-BfLT_bQwpy3Xc6j4mFoXihKEcQ9wflK0g9CbFM5D_zi2Vkv0XZFiOX7bbXdlao_f8%3D&ppt=None&ppn=None&ssid=gkdr406hrk0000001745315911749&qH=d3d3b01268520582,1991,Boat Airdopes 131 Upto 60 Hours Asap Charge Bluetooth,Other
boAt,1099,69,3.9,523103,https://www.flipkart.com/boat-airdopes-alpha-35-hrs-playback-13mm-drivers-dual-mics-enx-beast-mode-bluetooth/p/itmd6b839c49e815?pid=ACCH9K5BHNFZQGFZ&lid=LSTACCH9K5BHNFZQGFZ3XKWOK&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_1_39&otracker=search&fm=organic&iid=c823d091-d5c8-4c05-9637-7f0ec0017785.ACCH9K5BHNFZQGFZ.SEARCH&ppt=None&ppn=None&ssid=gkdr406hrk0000001745315911749&qH=d3d3b01268520582,2391,Boat Airdopes Alpha 35 Hrs Playback 13Mm Drivers Dual Mics Enx Beast Mode Bluetooth,Other
Aroma,469,77,3.7,21835,https://www.flipkart.com/aroma-nb140-ranger-50-hours-playtime-perfect-music-dual-pairing-mode-bluetooth/p/itm8fc655fa70275?pid=ACCGVXF6DZSYFEGW&lid=LSTACCGVXF6DZSYFEGWHPBMZQ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_1_40&otracker=search&fm=organic&iid=c823d091-d5c8-4c05-9637-7f0ec0017785.ACCGVXF6DZSYFEGW.SEARCH&ppt=None&ppn=None&ssid=gkdr406hrk0000001745315911749&qH=d3d3b01268520582,1530,Aroma Nb140 Ranger 50 Hours Playtime Perfect Music Dual Pairing Mode Bluetooth,Other
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itma718daa8fe2db?pid=ACCH5Z8QAWAYHCVK&lid=LSTACCH5Z8QAWAYHCVKR26ZQC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_41&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-Dv2QaupXqcj_wQJOCIwK5VWjoDCKOdYJpO7ZCuQdKP-A%3D%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
Aroma,299,80,3.8,9478,https://www.flipkart.com/aroma-nb121-almaty-upto-40h-playtime-fast-charging-digital-display-earbuds-bluetooth/p/itme2c4bdb2da3d8?pid=ACCH784UVKMWX6XH&lid=LSTACCH784UVKMWX6XHLJYLOZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_42&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-BM-9ZqLNzWwmCwjpzrpjLxgBY5JInRLc-a10beTeKFrA%3D%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,1200,Aroma Nb121 Almaty Upto 40H Playtime Fast Charging Digital Display Earbuds Bluetooth,Earbuds
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itmb25a294e591ce?pid=ACCH5Z8QFZNFUBFP&lid=LSTACCH5Z8QFZNFUBFPQQ1CT7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_43&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCH5Z8QFZNFUBFP.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
boAt,999,67,4.0,1962095,https://www.flipkart.com/boat-airdopes-131-upto-60-hours-asap-charge-bluetooth/p/itm2905dfd0be40c?pid=ACCFSDGXX3S6DVBG&lid=LSTACCFSDGXX3S6DVBGQODVRA&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_44&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCFSDGXX3S6DVBG.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,1991,Boat Airdopes 131 Upto 60 Hours Asap Charge Bluetooth,Other
boAt,1099,56,4.0,1295623,https://www.flipkart.com/boat-airdopes-161-163-asap-charge-40-hrs-playback-bluetooth/p/itmee33cb4f8c0b2?pid=ACCG6DS7WDJHGWSH&lid=LSTACCG6DS7WDJHGWSHHXIVNG&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&spotlightTagId=default_BestsellerId_0pm%2Ffcn&srno=s_2_45&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCG6DS7WDJHGWSH.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,1391,Boat Airdopes 161 163 Asap Charge 40 Hrs Playback Bluetooth,Other
Aroma,389,84,3.6,4523,https://www.flipkart.com/aroma-nb126-amplifier-40-hours-playtime-perfect-music-dual-pairing-mode-bluetooth-gaming/p/itm8183f6bbfbeed?pid=ACCGWYAPZVNPTF8B&lid=LSTACCGWYAPZVNPTF8BXAZE8E&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_46&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCGWYAPZVNPTF8B.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2110,Aroma Nb126 Amplifier 40 Hours Playtime Perfect Music Dual Pairing Mode Bluetooth Gaming,Other
TRIGGR,799,80,4.0,61665,https://www.flipkart.com/triggr-kraken-x1-battery-display-40ms-latency-quad-mic-enc-40-hr-v5-3-bluetooth/p/itm9c05f498c3463?pid=ACCGQ2SND4UPDYAF&lid=LSTACCGQ2SND4UPDYAF4AJWHE&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_47&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-DDzwQk7M4mba_cM9oTpf_q8VvBCFolv-056sCnsSeclkKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,3200,Triggr Kraken X1 Battery Display 40Ms Latency Quad Mic Enc 40 Hr V5 3 Bluetooth,Other
Aroma,449,85,3.9,3986,https://www.flipkart.com/aroma-nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-heavy-bass-bluetooth/p/itm0220a7291d33f?pid=ACCH93VYQKAFWVAE&lid=LSTACCH93VYQKAFWVAEJGLFT4&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_48&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-DLo8dWL6p6IgNn5-FFB32LZ2DJEojwkMRtNpRsccRNrg%3D%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2550,Aroma Nb126 Berry V5 4 Upto 60Hr Playtime Dual Paring Fast Charging Heavy Bass Bluetooth,Other
realme,1399,30,4.0,1653,https://www.flipkart.com/realme-buds-t200-lite-12-4mm-driver-48hrs-playback-ai-enc-dual-device-pairing-bluetooth/p/itmb4907c52a6c9e?pid=ACCHAFSFYVGEWH5J&lid=LSTACCHAFSFYVGEWH5J5XWY9M&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_49&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCHAFSFYVGEWH5J.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,600,Realme Buds T200 Lite 12 4Mm Driver 48Hrs Playback Ai Enc Dual Device Pairing Bluetooth,Earbuds
boAt,1299,67,4.2,482401,https://www.flipkart.com/boat-rockerz-255-pro-asap-charge-upto-60-hours-playback-bluetooth/p/itmd77038e81de30?pid=ACCFZ95M5JTZQH3F&lid=LSTACCFZ95M5JTZQH3FOVPI20&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_50&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCFZ95M5JTZQH3F.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2691,Boat Rockerz 255 Pro Asap Charge Upto 60 Hours Playback Bluetooth,Other
TRIGGR,899,78,4.0,13178,https://www.flipkart.com/triggr-kraken-x4-13mm-drivers-40ms-latency-enc-60h-battery-rubber-finish-v5-4-bluetooth/p/itmafca9456b9bf9?pid=ACCH2WWTAHPTFBHJ&lid=LSTACCH2WWTAHPTFBHJSSAIUQ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_51&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-Ccn593bkVIuCl7dQ0W4oinVefdPjxPIro283OGyEXgp0hz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,3100,Triggr Kraken X4 13Mm Drivers 40Ms Latency Enc 60H Battery Rubber Finish V5 4 Bluetooth,Other
Boult,999,80,4.1,361722,https://www.flipkart.com/boult-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth/p/itmd4db63f7f552d?pid=ACCGKXHYZECYJRTS&lid=LSTACCGKXHYZECYJRTSLEXAGC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_52&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-BFwml4micffG1AhcGwEICTcSwEcOhHMQxwJC2B41B4_fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,4000,Boult Z40 Zen Enc Mic 60H Battery Life Low Latency Gaming Made India 5 3 Bluetooth,Other
boAt,999,71,3.9,523103,https://www.flipkart.com/boat-airdopes-alpha-35-hrs-playback-13mm-drivers-dual-mics-enx-beast-mode-bluetooth/p/itm1181f915b81ec?pid=ACCGP2HJA3HKHTF4&lid=LSTACCGP2HJA3HKHTF4VDDILL&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_53&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCGP2HJA3HKHTF4.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2491,Boat Airdopes Alpha 35 Hrs Playback 13Mm Drivers Dual Mics Enx Beast Mode Bluetooth,Other
boAt,1499,50,4.2,112944,https://www.flipkart.com/boat-333-pro-60-hours-battery-bluetooth/p/itmaafd80f14ec84?pid=ACCG8MXCNFYU9HHH&lid=LSTACCG8MXCNFYU9HHHEY64L7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_54&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCG8MXCNFYU9HHH.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,1491,Boat 333 Pro 60 Hours Battery Bluetooth,Other
Aroma,399,83,3.8,21446,https://www.flipkart.com/aroma-nb140-matrix-upto-40hr-playtime-fast-charging-dual-pairing-true-wireless-bluetooth-gaming/p/itm2048ef5294544?pid=ACCGUAFN8JSZGSKF&lid=LSTACCGUAFN8JSZGSKFQ8KCTL&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_55&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCGUAFN8JSZGSKF.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2000,Aroma Nb140 Matrix Upto 40Hr Playtime Fast Charging Dual Pairing True Wireless Bluetooth Gaming,Other
boAt,1999,71,3.9,1920,https://www.flipkart.com/boat-airdopes-progear-w-air-conduction-tech-100-hrs-playback-ows-earbuds-workout-bluetooth/p/itm241d300bc2ffc?pid=ACCHFYZE9QGWBNM2&lid=LSTACCHFYZE9QGWBNM2ZJRYF8&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_56&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCHFYZE9QGWBNM2.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,4991,Boat Airdopes Progear W Air Conduction Tech 100 Hrs Playback Ows Earbuds Workout Bluetooth,Earbuds
truke,699,80,4.0,78747,https://www.flipkart.com/truke-btg1-earbuds-game-mode-48h-playtime-quad-mic-enc-13mm-driver-aac-codec-bluetooth/p/itm5bca4567be1ed?pid=ACCG5BDHUHJCZ4CG&lid=LSTACCG5BDHUHJCZ4CGYZPEN9&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_57&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-CF83sCEtJFG06Xu3X98kqvQRjjNY_iNiZoByTNLwaAV2Vkv0XZFiOX7bbXdlao_f8%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2800,Truke Btg1 Earbuds Game Mode 48H Playtime Quad Mic Enc 13Mm Driver Aac Codec Bluetooth,Earbuds
TRIGGR,899,70,3.8,5821,https://www.flipkart.com/triggr-trinity-1-40mm-drivers-fast-charging-50h-battery-rubber-finish-v5-4-bluetooth/p/itm5ee738ce002a7?pid=ACCH3CZ2GVECXWZP&lid=LSTACCH3CZ2GVECXWZPZDYTLF&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_58&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-A_dgyiL89EUf5JIZUirx566pO_fvfIpFbGj1it4sQg4fcUmN_6PwCReg_VTM4VLxo%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2100,Triggr Trinity 1 40Mm Drivers Fast Charging 50H Battery Rubber Finish V5 4 Bluetooth,Other
Aroma,499,75,4.0,23850,https://www.flipkart.com/aroma-nb119-zebra-upto-100h-playtime-enc-magnetic-on-off-fast-charging-neckband-bluetooth/p/itm66bd2748c49cc?pid=ACCH837GYJ8Q4VSG&lid=LSTACCH837GYJ8Q4VSGV4SO5C&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_59&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCH837GYJ8Q4VSG.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,1500,Aroma Nb119 Zebra Upto 100H Playtime Enc Magnetic On Off Fast Charging Neckband Bluetooth,Neckband
boAt,1499,62,4.3,385709,https://www.flipkart.com/boat-rockerz-450-w-40mm-drivers-15-hrs-playback-soft-padded-earcups-bluetooth/p/itm077a566bd128b?pid=ACCFEHZ8GSGWMMSD&lid=LSTACCFEHZ8GSGWMMSDYFWSSL&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_60&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCFEHZ8GSGWMMSD.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2491,Boat Rockerz 450 W 40Mm Drivers 15 Hrs Playback Soft Padded Earcups Bluetooth,Other
boAt,1399,44,4.0,16072,https://www.flipkart.com/boat-rockerz-430-w-beast-mode-40ms-low-latency-40hrs-playback-40mm-drivers-bluetooth/p/itm5dca8110e361c?pid=ACCH44E5WV9JCZ5Z&lid=LSTACCH44E5WV9JCZ5Z2EJNOB&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_61&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-CLTXtR3ElhMxlmYFX15tii0ne0HhKv1K2C5L3oMqz7Y_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,1091,Boat Rockerz 430 W Beast Mode 40Ms Low Latency 40Hrs Playback 40Mm Drivers Bluetooth,Other
truke,999,60,4.0,1858,https://www.flipkart.com/truke-btg-500-40mm-drivers-10h-playtime-dual-pairing-gaming-mode-enc-5-4v-bluetooth/p/itm3b6b25456fbc8?pid=ACCH32NG8SRFFZEJ&lid=LSTACCH32NG8SRFFZEJCXGTCM&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_62&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-B4u16VAaqYPbeqljANhv3DucqdrhdpYm4sDtPpTaHkrg891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,1500,Truke Btg 500 40Mm Drivers 10H Playtime Dual Pairing Gaming Mode Enc 5 4V Bluetooth,Other
Aroma,499,75,4.0,23850,https://www.flipkart.com/aroma-nb119-zebra-upto-100h-playtime-enc-magnetic-on-off-fast-charging-neckband-bluetooth/p/itmc5a586612ca61?pid=ACCH837GAHAUYHWD&lid=LSTACCH837GAHAUYHWDTOW0IO&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&spotlightTagId=default_TrendingId_0pm%2Ffcn&srno=s_2_63&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCH837GAHAUYHWD.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,1500,Aroma Nb119 Zebra Upto 100H Playtime Enc Magnetic On Off Fast Charging Neckband Bluetooth,Neckband
Aroma,449,85,3.9,3986,https://www.flipkart.com/aroma-nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-heavy-bass-bluetooth/p/itm1b7fee4e60a34?pid=ACCH93VY6KNAMZGY&lid=LSTACCH93VY6KNAMZGYUWC5D2&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_64&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCH93VY6KNAMZGY.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,2550,Aroma Nb126 Berry V5 4 Upto 60Hr Playtime Dual Paring Fast Charging Heavy Bass Bluetooth,Other
Ziddjeet,395,74,0.0,0,https://www.flipkart.com/ziddjeet-x133-aru-1128-neckband-dedicated-switch-40h-battery-dual-pairing-fast-charge-bluetooth-without-mic/p/itm82ec1897b2278?pid=ACCH29S83AZG7SNJ&lid=LSTACCH29S83AZG7SNJPD4ND0&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_66&otracker=search&fm=organic&iid=5a4dd9bd-8eed-41dd-ae77-506125f5616c.ACCH29S83AZG7SNJ.SEARCH&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,1104,Ziddjeet X133 Aru 1128 Neckband Dedicated Switch 40H Battery Dual Pairing Fast Charge Bluetooth Without Mic,Neckband
TRIGGR,799,60,4.5,370,https://www.flipkart.com/triggr-ultrabuds-n3-crisp-calling-50h-playtime-13mm-drivers-bassxpand-bluetooth/p/itmec2118a0429a5?pid=ACCH85X8ZWFYDKBV&lid=LSTACCH85X8ZWFYDKBVHXFZN7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_67&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-D8c87vxFvSBtGhmBUjcUXf7mdTzRA3WNkdcjL79vOmA406z3QAm4-AoFL_C4Jep-g%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,1200,Triggr Ultrabuds N3 Crisp Calling 50H Playtime 13Mm Drivers Bassxpand Bluetooth,Earbuds
Noise,1499,70,4.0,10197,https://www.flipkart.com/noise-two-50-hours-playtime-low-latency-up-42ms-dual-pairing-wireless-bluetooth/p/itm0b5799a64b0aa?pid=ACCGGXFHDSDF8WYA&lid=LSTACCGGXFHDSDF8WYA3SL36A&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_2_68&otracker=search&fm=organic&iid=en_SOhwqZaiRt65IC_SnXvnQljVGSy7waYqr3VAbAEin-CEN98vtBSyvNPbF-MoiBUsW_HO3dBCcX1KZukoStFdykKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=l1n6zvx8wg0000001745315914224&qH=d3d3b01268520582,3500,Noise Two 50 Hours Playtime Low Latency Up 42Ms Dual Pairing Wireless Bluetooth,Other
